Average Gsr Per Shape, Average Gsr Before Shapes,percent change from before shapes
0,51587.6219563549,-100
0,51587.6219563549,-100
764.4091117566,51587.6219563549,-98.5182315393
146.8190702932,51587.6219563549,-99.7153986466
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
17.7314081752,51587.6219563549,-99.9656285607
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
147.41166989,51587.6219563549,-99.7142499222
0,51587.6219563549,-100
-262.48689595,51587.6219563549,-100.5088175923
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
23.4148168961,51587.6219563549,-99.9546115599
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
355.6374096207,51587.6219563549,-99.3106148411
0,51587.6219563549,-100
-439.3286379824,51587.6219563549,-100.8516163787
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
-336.6726463408,51587.6219563549,-100.652622923
0,51587.6219563549,-100
1593.1177314004,51587.6219563549,-96.9118217297
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
23.2322035513,51587.6219563549,-99.9549655466
0,51587.6219563549,-100
689.0488823367,51587.6219563549,-98.6643135384
0,51587.6219563549,-100
0,51587.6219563549,-100
266.8524880431,51587.6219563549,-99.4827199279
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
0,51587.6219563549,-100
159.5153882654,51587.6219563549,-99.6907874753
